Tevin,Tevout,Psuc,Pdes,Vazao,DeltaP,Cap,Pot,Deltad,COP,Classe
4.18,-0.7,2.71,11.6,218.66,8.9,37.1,195.31,-0.08,6.3,0
4.2,-0.7,2.72,11.6,216.58,8.9,37.1,196.45,-0.05,6.23,0
4.21,-0.7,2.72,11.6,216.75,8.9,37.1,195.92,-0.03,6.27,0
4.23,-0.7,2.73,11.6,217.19,8.8,37.1,195.67,-0.04,6.31,0
4.23,-0.7,2.72,11.6,217.38,8.8,37.1,195.13,-0.04,6.33,0
4.23,-0.7,2.71,11.6,217.52,8.9,37.1,196.83,-0.04,6.28,0
4.21,-0.7,2.75,11.69,216.62,9.0,37.1,196.59,-0.07,6.24,0
4.18,-0.78,2.76,11.52,216.89,8.8,37.1,193.36,0.02,6.41,0
4.16,-0.82,2.74,11.55,217.15,8.7,37.1,194.55,-0.03,6.4,0
4.09,-0.96,2.76,11.57,218.38,8.8,37.1,194.4,-0.05,6.54,0
4.07,-1.06,2.71,11.49,216.04,8.8,37.1,192.56,0.02,6.64,0
4.04,-1.23,2.72,11.5,217.72,8.9,37.1,194.0,-0.01,6.83,0
4.05,-1.19,2.56,11.5,186.74,8.9,37.1,193.16,-0.04,5.84,0
4.15,-0.86,2.51,11.5,169.92,8.9,37.1,194.36,-0.08,5.05,0
4.23,-0.64,2.7,11.6,191.8,9.1,37.1,195.04,-0.13,5.51,0
4.24,-0.6,2.71,11.6,218.05,8.9,37.1,194.3,-0.13,6.26,0
4.24,-0.6,2.72,11.6,216.6,8.9,37.1,194.84,-0.13,6.2,0
4.23,-0.62,2.76,11.6,218.75,8.8,37.1,195.36,-0.11,6.26,0
4.2,-0.65,2.76,11.6,217.85,8.8,37.1,195.46,-0.09,6.24,0
4.16,-0.7,2.74,11.67,215.98,8.8,37.1,196.34,-0.1,6.17,0
4.12,-0.77,2.75,11.6,218.24,8.9,37.1,194.78,0.01,6.31,0
4.06,-0.9,2.78,11.59,216.22,8.9,37.1,195.13,-0.09,6.34,0
3.92,-1.09,2.79,11.51,217.14,8.7,37.1,193.66,0.02,6.48,0
3.78,-1.31,2.74,11.56,218.3,8.9,37.1,194.94,-0.05,6.57,0
3.74,-1.49,2.72,11.52,216.21,8.8,37.1,193.76,0.01,6.73,0
3.67,-1.67,2.59,11.56,209.8,8.9,37.1,194.49,-0.06,6.65,0
3.73,-1.45,2.42,11.45,171.67,8.9,37.1,192.08,0.02,5.33,0
3.86,-1.13,2.52,11.5,170.29,9.1,37.1,193.68,-0.01,5.06,0
3.95,-1.0,2.63,11.53,212.86,8.9,37.1,194.24,-0.04,6.25,0
4.02,-0.94,2.63,11.6,217.46,8.9,37.1,195.14,-0.02,6.37,0
4.09,-0.84,2.64,11.6,215.97,8.9,37.1,195.08,-0.06,6.29,0
4.16,-0.77,2.68,11.6,216.67,8.9,37.1,194.62,-0.11,6.32,0
4.21,-0.7,2.7,11.6,217.7,8.9,37.1,195.24,-0.09,6.31,0
4.23,-0.7,2.68,11.6,216.25,9.0,37.1,194.16,-0.1,6.33,0
4.22,-0.7,2.77,11.6,217.92,8.9,37.1,196.6,-0.11,6.28,0
4.19,-0.74,2.72,11.59,217.65,8.8,37.1,195.19,-0.09,6.34,0
4.15,-0.85,2.77,11.57,216.82,9.0,37.1,195.5,-0.09,6.39,0
4.08,-1.01,2.77,11.56,218.09,8.8,37.1,194.78,-0.12,6.57,0
4.02,-1.16,2.73,11.46,217.35,8.7,37.1,193.0,-0.04,6.73,0
4.01,-1.3,2.67,11.4,215.79,8.7,37.1,192.98,-0.01,6.85,0
3.97,-1.35,2.58,11.4,189.67,8.8,37.1,192.31,-0.02,6.05,0
3.98,-1.29,2.63,11.4,171.09,8.8,37.1,192.55,-0.03,5.4,0
4.04,-1.03,2.5,11.44,170.72,8.9,37.1,191.94,-0.05,5.2,0
4.07,-0.9,2.69,11.5,192.17,8.9,37.1,194.08,-0.08,5.68,0
4.05,-0.96,2.73,11.5,217.16,8.8,37.1,194.78,-0.05,6.44,0
4.03,-1.05,2.72,11.5,216.87,8.7,37.1,193.16,-0.07,6.57,0
4.0,-1.16,2.71,11.47,218.2,8.7,37.1,192.79,-0.03,6.73,0
4.0,-1.25,2.7,11.46,215.75,8.7,37.1,192.94,-0.01,6.77,0
3.96,-1.37,2.64,11.5,204.66,8.8,37.1,193.46,-0.04,6.5,0
4.02,-1.16,2.55,11.4,172.13,8.8,37.1,192.17,0.02,5.35,0
4.11,-0.88,2.54,11.46,173.2,8.9,37.1,192.3,-0.02,5.18,0
4.11,-0.83,2.74,11.5,217.3,8.8,37.1,194.72,-0.02,6.35,0
4.1,-0.91,2.75,11.5,218.32,8.7,37.1,192.94,-0.01,6.53,0
4.06,-1.02,2.72,11.5,216.73,8.7,37.1,193.68,0.0,6.55,0
4.01,-1.19,2.7,11.51,217.72,8.9,37.1,194.02,0.0,6.73,0
4.02,-1.26,2.67,11.6,217.25,8.9,37.1,193.94,-0.01,6.82,0
4.0,-1.31,2.55,11.66,206.2,9.0,37.1,197.55,-0.04,6.39,0
4.05,-1.17,2.6,11.66,172.79,9.2,37.1,195.52,-0.04,5.33,0
4.18,-0.9,2.51,11.6,171.44,9.0,37.1,194.57,0.01,5.16,0
4.27,-0.64,2.63,11.66,195.05,9.1,37.1,195.42,-0.1,5.65,0
4.29,-0.64,2.76,11.7,217.05,9.0,37.1,197.66,-0.14,6.24,0
4.29,-0.7,2.73,11.74,217.33,8.9,37.1,198.48,-0.23,6.3,0
4.28,-0.7,2.75,11.85,218.21,9.0,37.1,198.46,-0.3,6.31,0
4.25,-0.75,2.75,11.9,218.58,9.1,37.1,199.86,-0.33,6.3,0
4.2,-0.85,2.74,11.9,216.61,9.2,37.1,199.74,-0.34,6.31,0
4.12,-1.03,2.77,11.85,218.22,9.2,37.1,198.66,-0.33,6.53,0
4.07,-1.24,2.76,11.8,218.61,9.0,37.1,197.64,-0.3,6.77,0
4.04,-1.43,2.65,11.8,215.67,9.0,37.1,198.53,-0.28,6.85,0
4.01,-1.5,2.59,11.8,195.97,9.2,37.1,197.64,-0.29,6.3,0
4.09,-1.34,2.53,11.89,170.88,9.2,37.1,199.08,-0.34,5.37,0
4.21,-1.09,2.51,11.9,170.05,9.3,37.1,198.98,-0.38,5.22,0
4.3,-1.0,2.66,11.9,214.85,9.3,37.1,198.8,-0.45,6.6,0
4.41,-0.91,2.64,11.9,217.25,9.3,37.1,199.88,-0.45,6.66,0
4.54,-0.84,2.64,11.9,215.86,9.3,37.1,201.4,-0.48,6.64,0
4.67,-0.73,2.68,11.9,217.21,9.3,37.1,199.59,-0.46,6.77,0
4.77,-0.7,2.7,11.9,216.8,9.2,37.1,200.24,-0.44,6.83,0
4.86,-0.7,2.67,11.9,217.84,9.3,37.1,200.88,-0.42,6.96,0
4.96,-0.7,2.68,11.9,217.14,9.2,37.1,198.94,-0.44,7.12,0
5.08,-0.7,2.66,11.9,218.11,9.3,37.1,198.96,-0.43,7.3,0
5.25,-0.61,2.68,11.9,218.09,9.2,37.1,199.02,-0.44,7.4,0
5.46,-0.45,2.65,11.9,217.8,9.3,37.1,198.96,-0.45,7.46,0
5.68,-0.31,2.76,11.83,217.0,9.2,37.1,198.28,-0.42,7.55,0
5.83,-0.46,2.95,11.68,218.15,8.9,37.1,196.39,-0.29,8.06,2
5.82,-1.02,3.0,11.61,218.12,8.6,37.1,194.24,-0.22,8.84,2
5.68,-1.55,2.67,11.82,188.86,8.7,50.57,241.86,-0.4,6.52,0
5.78,-1.28,2.31,11.99,172.37,9.5,64.7,290.8,-0.58,4.83,1
6.0,-0.94,2.43,12.0,170.93,9.6,64.7,292.92,-0.63,4.67,1
6.18,-0.62,2.55,11.92,189.8,9.7,64.7,290.66,-0.57,5.12,1
6.28,-0.68,2.7,11.79,217.89,9.4,64.7,289.18,-0.43,6.04,1
6.12,-1.17,2.77,11.7,213.76,8.8,64.7,287.2,-0.31,6.25,1
6.01,-1.3,2.52,11.7,179.37,9.1,64.7,286.8,-0.3,5.27,1
5.94,-1.47,2.61,11.7,180.46,9.1,64.7,286.86,-0.28,5.38,1
5.87,-1.57,2.48,11.7,171.57,9.2,64.7,287.18,-0.29,5.12,1
5.85,-1.54,2.52,11.7,173.25,9.3,64.7,286.96,-0.3,5.14,1
5.83,-1.6,2.45,11.7,173.17,9.2,64.7,287.76,-0.33,5.16,1
5.84,-1.59,2.5,11.7,170.62,9.2,64.7,285.6,-0.36,5.12,1
5.86,-1.5,2.45,11.7,171.68,9.4,64.7,286.76,-0.39,5.08,1
5.88,-1.5,2.52,11.7,172.26,9.2,64.7,286.32,-0.43,5.12,1
5.91,-1.44,2.43,11.7,170.36,9.2,64.7,285.68,-0.44,5.05,1
5.93,-1.46,2.54,11.7,172.55,9.1,64.7,289.32,-0.45,5.08,1
5.94,-1.38,2.45,11.7,172.23,9.1,64.7,286.76,-0.44,5.06,1
5.94,-1.39,2.54,11.73,170.41,9.2,64.7,288.24,-0.45,4.99,1
5.93,-1.3,2.48,11.77,172.87,9.3,64.7,286.96,-0.47,5.02,1
5.91,-1.34,2.55,11.8,171.82,9.3,64.7,288.38,-0.5,4.98,1
5.91,-1.33,2.45,11.8,171.85,9.3,64.7,288.42,-0.53,4.97,1
5.89,-1.3,2.56,11.8,172.08,9.4,64.7,290.22,-0.57,4.91,1
5.84,-1.36,2.52,11.81,172.02,9.3,64.7,288.18,-0.6,4.96,1
5.8,-1.39,2.52,11.89,172.83,9.4,64.7,291.02,-0.63,4.92,1
5.78,-1.32,2.48,11.92,173.22,9.3,64.7,291.38,-0.69,4.87,1
5.76,-1.36,2.54,12.0,171.84,9.4,64.7,292.37,-0.74,4.82,1
5.71,-1.34,2.53,12.0,172.94,9.5,64.7,291.62,-0.8,4.82,1
5.63,-1.48,2.58,12.07,172.23,9.4,64.7,294.39,-0.85,4.79,1
5.51,-1.52,2.47,12.12,172.25,9.5,64.7,293.7,-0.88,4.75,1
5.41,-1.63,2.53,12.21,173.94,9.7,64.7,297.48,-0.94,4.74,1
5.38,-1.62,2.38,12.3,172.49,9.8,64.7,297.9,-1.05,4.67,1
5.37,-1.54,2.46,12.39,172.26,9.8,64.7,300.64,-1.14,4.56,1
5.37,-1.4,2.4,12.45,173.4,10.1,64.7,299.54,-1.22,4.51,1
5.41,-1.19,2.39,12.54,172.84,10.1,64.7,301.92,-1.3,4.36,1
5.53,-0.87,2.39,12.6,171.39,10.1,64.7,305.48,-1.36,4.14,1
5.63,-0.6,2.53,12.67,195.62,10.3,64.7,305.12,-1.42,4.61,1
5.68,-0.52,2.51,12.68,218.11,10.1,64.7,306.76,-1.41,5.08,1
5.75,-0.48,2.64,12.69,218.46,10.1,64.7,307.2,-1.44,5.11,1
5.86,-0.31,2.54,12.66,219.88,10.1,64.7,304.56,-1.43,5.13,1
5.94,-0.21,2.65,12.7,217.55,10.1,64.7,308.63,-1.39,5.0,1
5.85,-0.37,2.71,12.68,219.4,10.0,64.7,307.8,-1.41,5.11,1
5.88,-0.12,2.47,12.6,179.47,10.0,64.7,304.68,-1.37,4.07,1
6.0,0.48,2.46,12.6,173.03,10.2,64.7,304.94,-1.33,3.62,1
6.06,0.98,2.7,12.55,185.36,10.2,57.18,279.84,-1.28,3.88,1
6.02,1.0,2.97,12.43,219.45,9.6,39.5,216.43,-1.21,5.87,1
5.97,0.92,3.0,12.5,219.15,9.6,39.5,216.78,-1.25,5.88,1
5.91,0.85,3.05,12.47,220.27,9.4,39.5,217.3,-1.22,5.92,1
5.86,0.79,2.93,12.4,218.84,9.4,39.5,216.5,-1.17,5.92,1
5.82,0.7,2.98,12.4,219.35,9.5,39.5,215.88,-1.14,5.99,1
5.78,0.63,2.95,12.4,220.59,9.4,39.5,215.8,-1.11,6.06,1
5.73,0.52,2.98,12.39,219.82,9.4,39.5,216.02,-1.1,6.11,1
5.62,0.28,3.01,12.34,219.64,9.3,39.5,214.1,-1.1,6.32,1
5.52,0.05,2.89,12.24,221.19,9.4,39.5,213.16,-1.02,6.54,1
5.59,0.24,2.65,12.2,176.96,9.4,39.5,212.94,-1.0,5.12,1
5.7,0.53,2.78,12.25,174.59,9.5,39.5,213.22,-1.05,4.88,1
5.73,0.7,2.89,12.3,200.72,9.6,39.5,214.84,-1.04,5.42,1
5.7,0.7,2.93,12.3,219.93,9.4,39.5,213.9,-1.03,5.93,1
5.65,0.68,2.97,12.24,218.87,9.2,39.5,213.46,-1.03,5.88,1
5.61,0.6,2.95,12.2,218.67,9.2,39.5,212.86,-1.03,5.93,1
5.57,0.56,2.94,12.2,219.61,9.4,39.5,213.5,-0.96,5.94,1
5.53,0.5,2.92,12.2,218.12,9.2,39.5,212.68,-0.89,5.94,1
5.47,0.48,2.94,12.12,218.58,9.2,39.5,210.8,-0.83,5.96,1
5.42,0.43,2.91,12.03,219.3,9.1,39.5,209.84,-0.73,6.02,0
5.38,0.4,2.93,11.92,218.42,9.0,39.5,207.78,-0.64,6.03,2
5.32,0.32,2.91,11.97,219.21,9.1,39.5,208.32,-0.67,6.06,0
5.25,0.27,2.91,11.93,219.78,9.1,39.5,208.37,-0.65,6.06,0
5.19,0.2,2.9,11.9,218.84,8.9,39.5,209.66,-0.59,6.01,0
5.11,0.07,2.9,11.9,219.19,9.1,39.5,208.82,-0.59,6.1,0
5.02,-0.05,2.89,11.9,218.51,9.0,39.5,207.18,-0.56,6.17,0
4.93,-0.16,2.9,11.81,219.09,9.1,39.5,205.76,-0.49,6.24,0
4.85,-0.28,2.87,11.74,219.44,9.0,39.5,205.2,-0.44,6.31,0
4.74,-0.52,2.9,11.78,219.1,8.8,39.5,205.88,-0.44,6.46,0
4.57,-0.87,2.89,11.65,218.51,8.9,39.5,204.2,-0.3,6.71,0
4.39,-1.25,2.77,11.5,219.54,8.7,39.5,201.24,-0.11,7.09,0
4.34,-1.33,2.58,11.47,180.17,8.8,39.5,200.76,-0.08,5.88,0
4.36,-1.3,2.61,11.7,172.0,9.1,39.5,203.46,-0.31,5.52,0
4.39,-1.24,2.57,11.7,173.77,9.1,39.5,204.22,-0.31,5.52,0
4.48,-1.01,2.55,11.72,171.92,9.3,39.5,204.12,-0.34,5.33,0
4.57,-0.75,2.59,11.8,176.58,9.2,39.5,205.7,-0.43,5.26,0
4.63,-0.7,2.67,11.8,218.04,9.1,39.5,206.26,-0.46,6.5,0
4.67,-0.77,2.69,11.87,218.99,9.2,39.5,207.76,-0.5,6.6,0
4.75,-0.64,2.58,11.99,180.93,9.2,39.5,208.7,-0.63,5.38,0
4.86,-0.29,2.63,12.08,173.96,9.5,39.5,210.98,-0.71,4.89,1
4.9,-0.1,2.75,12.1,198.64,9.5,39.5,212.47,-0.75,5.38,1
4.87,-0.16,2.88,12.1,218.2,9.3,39.5,211.14,-0.75,5.99,0
4.87,-0.2,2.79,12.1,219.08,9.3,39.5,211.0,-0.77,6.07,0
4.84,-0.2,2.81,12.1,217.76,9.3,39.5,213.35,-0.83,5.94,0
4.83,-0.2,2.79,12.1,218.72,9.3,39.5,210.54,-0.83,6.02,0
4.8,-0.28,2.84,12.1,218.46,9.3,39.5,211.9,-0.81,6.04,0
4.78,-0.3,2.75,12.1,217.61,9.3,39.5,211.53,-0.81,6.03,0
4.77,-0.34,2.81,12.1,218.28,9.2,39.5,210.42,-0.83,6.12,0
4.76,-0.36,2.76,12.1,218.06,9.3,39.5,211.2,-0.84,6.1,0
4.76,-0.4,2.8,12.1,217.9,9.4,39.5,212.42,-0.81,6.1,0
4.77,-0.4,2.74,12.1,218.51,9.4,39.5,212.08,-0.8,6.14,0
4.73,-0.48,2.88,12.05,218.33,9.3,39.5,210.64,-0.8,6.23,0
4.56,-0.86,2.93,11.99,218.36,9.1,39.5,209.84,-0.74,6.5,0
4.36,-1.29,2.8,11.9,217.62,9.1,39.5,208.64,-0.67,6.8,0
4.28,-1.38,2.48,11.9,184.04,9.3,39.5,206.28,-0.68,5.82,0
4.41,-1.02,2.48,12.0,149.74,9.5,39.5,209.34,-0.75,4.48,1
4.53,-0.56,2.5,12.06,160.69,9.7,39.5,210.68,-0.79,4.48,1
4.55,-0.5,2.74,12.1,214.45,9.3,39.5,207.92,-0.83,6.0,0
4.53,-0.53,2.78,12.1,218.37,9.3,39.5,210.43,-0.83,6.05,0
4.54,-0.53,2.71,12.1,217.59,9.3,39.5,210.68,-0.86,6.05,0
4.54,-0.6,2.75,12.1,216.63,9.4,39.5,210.61,-0.81,6.1,0
4.53,-0.55,2.73,12.1,218.35,9.3,39.5,210.54,-0.81,6.07,0
4.52,-0.6,2.74,12.1,217.92,9.3,39.5,211.0,-0.84,6.1,0
4.52,-0.6,2.71,12.07,217.63,9.3,39.5,211.16,-0.83,6.08,0
4.51,-0.64,2.76,12.0,218.46,9.1,39.5,209.71,-0.82,6.18,0
4.5,-0.7,2.73,12.0,218.4,9.2,39.5,209.36,-0.8,6.26,0
4.48,-0.76,2.76,12.0,217.28,9.2,39.5,209.27,-0.82,6.28,0
4.44,-0.89,2.74,12.0,218.09,9.4,39.5,208.66,-0.79,6.42,0
4.4,-1.04,2.69,11.98,217.74,9.4,39.5,208.27,-0.78,6.56,0
4.38,-1.18,2.71,11.99,217.3,9.3,39.5,208.67,-0.79,6.67,0
4.35,-1.3,2.61,11.98,203.3,9.3,39.5,208.18,-0.79,6.35,0
4.44,-1.04,2.49,12.0,172.33,9.5,39.5,208.63,-0.8,5.22,0
4.57,-0.8,2.61,12.0,173.5,9.4,39.5,209.5,-0.85,5.13,1
4.62,-0.78,2.73,12.0,217.79,9.2,39.5,208.1,-0.84,6.51,0
4.66,-0.77,2.7,12.0,216.03,9.2,39.5,208.49,-0.84,6.49,0
4.73,-0.72,2.71,11.91,218.59,9.2,39.5,208.14,-0.8,6.6,0
4.83,-0.7,2.66,11.9,217.87,9.2,39.5,208.43,-0.76,6.67,0
4.87,-0.82,2.88,11.9,216.53,9.2,39.5,207.65,-0.73,6.83,0
4.65,-1.33,2.86,11.83,219.01,9.0,39.5,208.12,-0.69,7.25,0
4.53,-1.66,2.66,11.8,183.66,9.0,39.5,205.08,-0.63,6.4,0
4.57,-1.53,2.44,11.81,173.73,9.3,39.5,205.69,-0.69,5.94,0
4.76,-1.11,2.39,11.89,141.03,9.4,39.5,205.24,-0.74,4.65,1
4.85,-0.93,2.67,11.9,184.78,9.2,39.5,208.37,-0.8,5.91,0
4.9,-0.9,2.7,11.9,195.59,9.2,39.5,207.44,-0.77,6.31,0
4.96,-0.9,2.64,11.93,193.2,9.3,39.5,207.1,-0.8,6.3,0
5.03,-0.9,2.73,11.99,196.16,9.4,39.5,208.39,-0.82,6.44,0
5.09,-0.9,2.7,12.0,192.61,9.2,39.5,207.57,-0.83,6.4,0
5.15,-0.9,2.65,12.0,194.9,9.2,39.5,208.59,-0.84,6.51,0
5.28,-0.83,2.65,12.0,195.0,9.2,39.5,209.48,-0.88,6.55,0
5.45,-0.68,2.66,12.0,193.71,9.4,39.5,209.02,-0.93,6.55,1
5.63,-0.55,2.74,12.04,197.0,9.3,39.5,208.51,-0.97,6.73,1
5.81,-0.5,2.79,12.01,193.57,9.3,39.5,209.39,-0.91,6.72,1
5.92,-0.71,2.98,11.92,193.0,9.2,39.5,209.65,-0.76,7.03,0
5.82,-1.17,2.79,11.86,197.51,8.7,51.22,246.48,-0.71,6.45,0
5.52,-1.62,2.75,11.79,191.32,9.1,64.6,287.24,-0.6,5.48,1
5.28,-1.95,2.57,11.61,195.53,9.0,64.6,286.04,-0.42,5.7,1
5.14,-2.32,2.56,11.6,191.67,9.0,64.6,285.24,-0.4,5.78,1
5.15,-2.5,2.39,11.56,189.35,9.1,64.6,281.63,-0.32,5.93,1
5.38,-2.15,2.12,11.5,156.61,9.2,64.6,279.56,-0.26,4.86,1
5.5,-1.73,2.31,11.5,134.86,9.3,64.6,281.02,-0.19,4.0,1
5.48,-1.45,2.41,11.52,157.85,9.3,64.6,280.67,-0.16,4.49,1
5.46,-1.41,2.48,11.5,187.73,9.0,64.6,282.7,-0.18,5.26,1
5.46,-1.46,2.57,11.5,189.01,9.0,64.6,282.13,-0.12,5.35,1
5.43,-1.53,2.52,11.5,192.13,8.9,64.6,282.02,-0.07,5.47,1
5.38,-1.6,2.46,11.5,190.54,9.0,64.6,280.28,-0.03,5.47,1
5.33,-1.65,2.53,11.5,188.13,8.9,64.6,285.45,-0.08,5.3,1
5.28,-1.79,2.53,11.5,188.13,9.0,64.6,285.28,-0.07,5.38,1
5.26,-1.88,2.51,11.54,191.33,9.1,64.6,283.06,-0.09,5.56,1
5.25,-2.0,2.46,11.6,190.6,9.1,64.6,283.06,-0.16,5.63,1
5.21,-2.11,2.5,11.66,188.59,9.2,64.6,287.2,-0.22,5.54,1
5.1,-2.46,2.54,11.75,187.6,9.2,64.6,286.02,-0.21,5.72,1
5.14,-2.65,2.33,11.85,192.3,9.3,64.6,288.28,-0.25,5.99,1
5.44,-2.11,2.0,12.07,146.49,9.9,64.6,289.84,-0.51,4.4,1
5.69,-1.47,2.2,12.3,135.18,10.1,64.6,295.56,-0.74,3.77,1
5.8,-1.1,2.48,12.4,167.42,10.2,64.6,302.84,-0.81,4.4,1
5.81,-1.1,2.5,12.4,195.46,9.8,64.6,297.12,-0.81,5.24,1
5.83,-1.1,2.58,12.4,194.09,9.8,64.6,300.24,-0.78,5.17,1
5.9,-1.0,2.48,12.4,197.04,10.0,64.6,299.73,-0.78,5.23,1
6.05,-0.9,2.56,12.4,193.33,9.9,64.6,297.96,-0.75,5.2,1
6.27,-0.58,2.47,12.38,197.14,9.9,64.6,297.94,-0.79,5.23,1
6.62,-0.23,2.55,12.34,192.76,9.8,64.6,298.96,-0.79,5.09,1
6.9,-0.21,2.62,12.18,197.25,9.9,64.6,297.1,-0.65,5.44,1
6.52,-0.88,2.99,11.96,194.48,9.1,64.6,292.73,-0.42,5.67,1
5.83,-1.83,2.86,11.94,198.22,8.9,64.6,292.82,-0.41,5.98,1
5.54,-2.06,2.34,12.09,148.1,9.5,64.6,290.2,-0.59,4.47,1
5.66,-1.56,2.14,12.25,140.17,10.0,64.6,293.26,-0.72,3.98,1
5.8,-1.04,2.32,12.37,155.49,10.2,64.6,298.32,-0.92,4.11,1
5.82,-1.0,2.61,12.4,198.5,9.9,64.6,299.31,-1.02,5.22,1
5.83,-0.96,2.47,12.4,192.58,9.8,64.6,298.76,-1.04,5.05,1
5.84,-0.99,2.61,12.4,197.85,9.8,64.6,300.36,-1.09,5.19,1
5.85,-1.0,2.5,12.41,195.18,9.8,64.6,300.9,-1.1,5.12,1
5.84,-1.0,2.55,12.43,191.99,9.8,64.6,299.64,-1.13,5.05,1
5.85,-1.0,2.5,12.4,198.57,9.8,64.6,302.16,-1.16,5.19,1
5.92,-0.85,2.48,12.4,193.1,9.9,64.6,301.6,-1.13,4.99,1
6.07,-0.74,2.61,12.4,197.4,9.8,64.6,299.66,-1.14,5.17,1
6.31,-0.56,2.53,12.4,193.01,9.8,64.6,296.45,-1.17,5.16,1
6.62,-0.29,2.61,12.34,195.96,9.7,64.6,298.6,-1.09,5.23,1
6.47,-0.61,2.93,12.13,197.38,9.5,64.6,296.82,-0.89,5.43,1
5.76,-1.5,2.88,12.02,193.76,9.0,64.6,293.46,-0.82,5.53,1
5.38,-1.92,2.48,12.16,174.03,9.4,64.6,294.74,-0.94,4.97,1
5.49,-1.41,2.16,12.3,140.17,9.9,64.6,293.86,-1.16,3.8,1
5.64,-0.78,2.37,12.43,149.25,10.1,64.6,297.36,-1.32,3.71,1
5.64,-0.69,2.51,12.47,193.42,9.9,64.6,302.68,-1.36,4.66,1
5.61,-0.6,2.63,12.49,197.98,10.0,64.6,302.43,-1.36,4.69,1
5.58,-0.53,2.52,12.41,194.19,9.8,64.6,300.24,-1.35,4.55,1
5.56,-0.38,2.57,12.4,197.33,9.7,64.6,301.28,-1.39,4.48,1
5.53,-0.27,2.75,12.26,194.7,9.9,52.22,258.73,-1.35,5.03,1
5.54,-0.21,2.79,12.2,196.35,9.4,42.7,222.86,-1.25,5.84,1
5.5,-0.46,2.97,12.17,194.84,9.4,42.7,223.06,-1.23,5.99,1
5.27,-0.95,2.91,12.07,196.9,9.1,42.7,221.96,-1.14,6.36,0
5.06,-1.27,2.65,11.99,185.02,9.3,42.68,220.24,-1.12,6.13,0
5.01,-1.3,2.64,11.9,139.07,9.3,34.59,189.74,-1.15,5.33,0
4.99,-1.2,2.6,11.9,140.16,9.2,34.1,189.57,-1.32,5.27,0
4.96,-1.2,2.67,11.94,139.53,9.2,34.1,188.82,-1.51,5.25,1
4.95,-1.16,2.63,12.0,139.61,9.2,34.1,190.02,-1.6,5.17,1
4.98,-0.95,2.57,12.02,140.75,9.5,34.1,190.5,-1.63,5.05,1
5.12,-0.63,2.57,12.1,140.58,9.5,34.1,190.7,-1.73,4.89,1
5.32,-0.2,2.61,12.17,140.59,9.6,34.1,192.48,-1.81,4.64,1
5.45,0.17,2.75,12.25,149.56,9.7,34.1,194.61,-1.84,4.68,1
5.46,0.15,2.88,12.26,196.87,9.5,34.1,193.76,-1.85,6.21,1
5.42,0.02,2.95,12.2,193.17,9.2,34.1,193.08,-1.87,6.23,1
5.28,-0.28,3.0,12.08,198.28,9.3,34.1,190.92,-1.82,6.67,2
5.14,-0.58,2.8,12.0,185.33,9.0,34.1,191.1,-1.7,6.39,0
5.1,-0.55,2.72,12.0,140.06,9.3,34.1,189.38,-1.61,4.81,1
5.14,-0.04,2.42,12.01,139.86,9.4,40.7,210.57,-1.53,3.97,1
5.32,1.1,2.47,11.93,139.1,9.6,41.02,210.82,-1.31,3.21,1
5.26,-0.89,2.42,12.14,139.46,9.2,48.95,238.3,-1.39,4.15,1
5.42,0.4,2.05,12.23,140.64,10.1,88.12,332.27,-1.44,2.45,1
5.74,1.91,2.56,11.97,140.75,9.8,54.66,239.58,-1.25,2.59,1
5.2,-1.33,3.15,11.78,139.72,7.7,18.46,117.45,-1.05,8.95,2
5.05,-1.01,2.19,12.26,139.91,9.7,68.41,300.96,-1.42,3.25,1
5.23,0.33,2.22,12.09,139.18,10.2,78.43,291.14,-1.31,2.7,1
5.51,1.38,2.88,11.68,140.17,9.6,29.6,202.94,-1.1,3.29,1
5.31,-1.66,2.69,12.28,140.65,8.6,38.59,200.54,-1.46,5.64,0
5.4,-1.03,2.06,12.59,140.06,10.3,86.21,336.59,-1.77,3.09,1
5.48,-0.37,2.37,12.68,156.72,10.5,96.24,333.7,-1.85,3.16,1
5.4,-0.03,2.45,12.61,193.73,10.2,98.49,337.63,-1.8,3.6,1
5.26,0.49,2.36,12.42,197.16,10.1,96.57,336.78,-1.6,3.22,1
5.2,1.1,2.69,12.06,195.96,9.7,65.75,269.88,-1.34,3.43,1
5.44,1.79,3.89,10.14,153.11,9.2,15.4,143.73,-1.06,4.48,2
5.08,-1.0,3.45,11.53,139.41,7.5,12.16,89.42,-1.09,10.92,2
4.8,-1.11,2.36,12.09,139.94,8.9,54.23,253.18,-1.55,3.77,1
4.87,0.1,2.13,12.06,139.72,10.2,84.45,307.92,-1.65,2.5,1
5.14,1.41,2.59,11.85,139.31,9.5,43.7,224.08,-1.44,2.67,1
4.61,-1.46,2.82,11.96,139.18,8.1,26.58,147.27,-1.41,6.61,2
4.61,-0.71,2.02,12.3,139.05,10.1,78.68,319.5,-1.68,2.67,1
4.83,0.72,2.34,12.06,140.33,10.2,65.53,261.65,-1.48,2.54,1
5.17,1.57,3.95,10.13,139.83,9.4,14.75,141.14,-1.19,4.11,2
4.59,-1.47,3.34,11.73,139.85,7.7,12.58,91.66,-1.11,10.65,2
4.36,-1.22,2.23,12.24,140.03,9.4,57.2,267.31,-1.46,3.37,1
4.57,0.01,2.14,12.15,139.24,10.4,76.48,286.32,-1.29,2.55,1
